city,country,latitude,longitude,timezone,utc_offset,sunrise,sunset,time,temperature_2m_max,precipitation_sum,rain_sum,showers_sum,snowfall_sum,weather_code,wind_speed_10m_max,wind_direction_10m_dominant
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-15 06:08,2026-03-15 18:24,2026-03-15,18.9,7.0,6.7,0.3,0.0,53,12.1,63
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-16 06:09,2026-03-16 18:23,2026-03-16,21.4,7.6,1.1,6.5,0.0,63,11.9,22
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-17 06:09,2026-03-17 18:21,2026-03-17,23.0,7.7,2.3,5.4,0.0,80,6.1,20
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-18 06:10,2026-03-18 18:20,2026-03-18,22.3,14.8,6.2,8.6,0.0,63,8.4,305
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-19 06:10,2026-03-19 18:19,2026-03-19,24.5,2.5,0.3,2.2,0.0,61,10.3,15
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-20 06:11,2026-03-20 18:18,2026-03-20,24.2,2.4,0.3,2.1,0.0,61,13.3,359
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-21 06:11,2026-03-21 18:17,2026-03-21,21.8,21.2,6.3,14.9,0.0,63,12.2,32
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-03-15 05:52,2026-03-15 17:48,2026-03-15,13.8,0.0,0.0,0.0,0.0,2,5.5,23
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-03-16 05:50,2026-03-16 17:48,2026-03-16,12.3,1.3,1.3,0.0,0.0,53,5.2,9
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-03-17 05:49,2026-03-17 17:49,2026-03-17,13.1,0.0,0.0,0.0,0.0,2,6.2,72
