city,country,latitude,longitude,timezone,utc_offset,sunrise,sunset,time,temperature_2m_max,precipitation_sum,rain_sum,showers_sum,snowfall_sum,weather_code,wind_speed_10m_max,wind_direction_10m_dominant
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-04-16 06:23,2026-04-16 17:50,2026-04-16,20.6,1.4,0.3,1.1,0.0,53,11.0,360
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-04-17 06:24,2026-04-17 17:49,2026-04-17,19.8,5.3,4.0,1.3,0.0,61,17.4,346
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-04-18 06:24,2026-04-18 17:48,2026-04-18,20.0,0.2,0.1,0.1,0.0,51,15.3,332
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-04-19 06:25,2026-04-19 17:48,2026-04-19,19.8,2.5,1.1,1.4,0.0,55,21.5,336
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-04-20 06:25,2026-04-20 17:47,2026-04-20,20.8,1.9,0.4,1.5,0.0,53,14.6,328
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-04-16 05:07,2026-04-16 18:14,2026-04-16,22.1,2.2,2.2,0.0,0.0,55,9.9,26
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-04-17 05:06,2026-04-17 18:15,2026-04-17,18.4,0.0,0.0,0.0,0.0,2,5.3,65
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-04-18 05:05,2026-04-18 18:16,2026-04-18,20.9,0.0,0.0,0.0,0.0,2,8.1,173
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-04-19 05:03,2026-04-19 18:17,2026-04-19,23.8,0.0,0.0,0.0,0.0,3,7.4,104
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-04-20 05:02,2026-04-20 18:18,2026-04-20,22.0,0.0,0.0,0.0,0.0,3,8.6,123
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-04-16 06:58,2026-04-16 20:13,2026-04-16,23.1,0.0,0.0,0.0,0.0,3,13.7,353
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-04-17 06:57,2026-04-17 20:14,2026-04-17,26.1,0.0,0.0,0.0,0.0,3,16.7,354
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-04-18 06:55,2026-04-18 20:15,2026-04-18,25.1,0.0,0.0,0.0,0.0,3,12.5,249
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-04-19 06:54,2026-04-19 20:16,2026-04-19,24.3,0.0,0.0,0.0,0.0,45,11.5,247
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-04-20 06:52,2026-04-20 20:17,2026-04-20,26.1,0.0,0.0,0.0,0.0,3,13.4,338
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-04-16 06:47,2026-04-16 17:52,2026-04-16,25.2,3.9,0.1,3.8,0.0,55,20.0,329
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-04-17 06:48,2026-04-17 17:51,2026-04-17,15.9,0.4,0.0,0.4,0.0,51,20.5,227
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-04-18 06:49,2026-04-18 17:50,2026-04-18,15.4,0.1,0.0,0.1,0.0,51,14.4,210
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-04-19 06:50,2026-04-19 17:48,2026-04-19,18.5,0.0,0.0,0.0,0.0,3,8.8,43
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-04-20 06:51,2026-04-20 17:47,2026-04-20,20.0,0.0,0.0,0.0,0.0,3,9.6,158
Recife,Brazil,-8.049209,-34.923065,America/Recife,-3.0,2026-04-16 05:21,2026-04-16 17:17,2026-04-16,28.7,2.0,1.5,0.5,0.0,53,15.6,163
Recife,Brazil,-8.049209,-34.923065,America/Recife,-3.0,2026-04-17 05:21,2026-04-17 17:16,2026-04-17,29.0,8.6,2.1,6.5,0.0,81,13.9,158
Recife,Brazil,-8.049209,-34.923065,America/Recife,-3.0,2026-04-18 05:21,2026-04-18 17:16,2026-04-18,29.9,1.3,1.0,0.3,0.0,51,16.1,141
Recife,Brazil,-8.049209,-34.923065,America/Recife,-3.0,2026-04-19 05:21,2026-04-19 17:15,2026-04-19,29.2,5.0,2.8,2.2,0.0,80,12.9,134
Recife,Brazil,-8.049209,-34.923065,America/Recife,-3.0,2026-04-20 05:21,2026-04-20 17:15,2026-04-20,28.4,4.2,1.6,2.6,0.0,80,14.0,176
Buenos Aires,Argentina,-34.622143,-58.40909,America/Argentina/Buenos_Aires,-3.0,2026-04-16 07:18,2026-04-16 18:28,2026-04-16,23.5,22.1,17.3,4.8,0.0,63,17.4,173
Buenos Aires,Argentina,-34.622143,-58.40909,America/Argentina/Buenos_Aires,-3.0,2026-04-17 07:18,2026-04-17 18:27,2026-04-17,24.6,0.0,0.0,0.0,0.0,3,16.8,223
Buenos Aires,Argentina,-34.622143,-58.40909,America/Argentina/Buenos_Aires,-3.0,2026-04-18 07:19,2026-04-18 18:26,2026-04-18,27.0,0.0,0.0,0.0,0.0,3,9.2,296
Buenos Aires,Argentina,-34.622143,-58.40909,America/Argentina/Buenos_Aires,-3.0,2026-04-19 07:20,2026-04-19 18:25,2026-04-19,25.8,0.0,0.0,0.0,0.0,3,10.4,333
Buenos Aires,Argentina,-34.622143,-58.40909,America/Argentina/Buenos_Aires,-3.0,2026-04-20 07:21,2026-04-20 18:23,2026-04-20,21.9,5.0,0.8,4.2,0.0,61,23.9,111
Havana,Cuba,23.093145,-82.37448,America/Havana,-4.0,2026-04-16 07:07,2026-04-16 19:50,2026-04-16,29.2,0.0,0.0,0.0,0.0,1,22.4,67
Havana,Cuba,23.093145,-82.37448,America/Havana,-4.0,2026-04-17 07:06,2026-04-17 19:51,2026-04-17,28.6,0.7,0.1,0.6,0.0,53,18.6,60
Havana,Cuba,23.093145,-82.37448,America/Havana,-4.0,2026-04-18 07:06,2026-04-18 19:51,2026-04-18,31.3,1.8,0.3,1.5,0.0,55,16.7,70
Havana,Cuba,23.093145,-82.37448,America/Havana,-4.0,2026-04-19 07:05,2026-04-19 19:51,2026-04-19,30.5,2.7,1.6,1.1,0.0,55,18.9,63
Havana,Cuba,23.093145,-82.37448,America/Havana,-4.0,2026-04-20 07:04,2026-04-20 19:52,2026-04-20,28.9,0.1,0.1,0.0,0.0,51,15.8,41
Los Angeles,United States,34.060257,-118.23433,America/Los_Angeles,-7.0,2026-04-16 06:20,2026-04-16 19:25,2026-04-16,23.4,0.0,0.0,0.0,0.0,3,16.3,229
Los Angeles,United States,34.060257,-118.23433,America/Los_Angeles,-7.0,2026-04-17 06:19,2026-04-17 19:25,2026-04-17,26.4,0.0,0.0,0.0,0.0,3,17.8,208
Los Angeles,United States,34.060257,-118.23433,America/Los_Angeles,-7.0,2026-04-18 06:17,2026-04-18 19:26,2026-04-18,29.4,0.0,0.0,0.0,0.0,3,16.6,224
Los Angeles,United States,34.060257,-118.23433,America/Los_Angeles,-7.0,2026-04-19 06:16,2026-04-19 19:27,2026-04-19,26.7,0.0,0.0,0.0,0.0,3,16.8,261
Los Angeles,United States,34.060257,-118.23433,America/Los_Angeles,-7.0,2026-04-20 06:15,2026-04-20 19:28,2026-04-20,24.7,0.0,0.0,0.0,0.0,3,18.1,241
Odesa,Ukraine,46.5,30.75,Europe/Kiev,3.0,2026-04-16 06:08,2026-04-16 19:45,2026-04-16,12.5,0.1,0.1,0.0,0.0,61,12.8,192
