city,country,latitude,longitude,timezone,utc_offset,sunrise,sunset,time,temperature_2m_max,precipitation_sum,rain_sum,showers_sum,snowfall_sum,weather_code,wind_speed_10m_max,wind_direction_10m_dominant
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-02-26 05:59,2026-02-26 18:41,2026-02-26,0,0,0,0,0,0,0,0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-02-27 06:00,2026-02-27 18:40,2026-02-27,0,0,0,0,0,0,0,0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-02-28 06:00,2026-02-28 18:39,2026-02-28,0,0,0,0,0,0,0,0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-02-26 06:15,2026-02-26 17:32,2026-02-26,0,0,0,0,0,0,0,0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-02-27 06:14,2026-02-27 17:33,2026-02-27,0,0,0,0,0,0,0,0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-02-28 06:12,2026-02-28 17:34,2026-02-28,0,0,0,0,0,0,0,0
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-02-26 08:12,2026-02-26 19:25,2026-02-26,0,0,0,0,0,0,0,0
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-02-27 08:11,2026-02-27 19:26,2026-02-27,0,0,0,0,0,0,0,0
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-02-28 08:09,2026-02-28 19:27,2026-02-28,0,0,0,0,0,0,0,0
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-02-26 06:01,2026-02-26 19:04,2026-02-26,0,0,0,0,0,0,0,0
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-02-27 06:02,2026-02-27 19:03,2026-02-27,0,0,0,0,0,0,0,0
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-02-28 06:03,2026-02-28 19:02,2026-02-28,0,0,0,0,0,0,0,0
