city,country,latitude,longitude,timezone,utc_offset,sunrise,sunset,time,temperature_2m_max,precipitation_sum,rain_sum,showers_sum,snowfall_sum,weather_code,wind_speed_10m_max,wind_direction_10m_dominant
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-02-04 05:44,2026-02-04 18:57,2026-02-04,0,0,0,0,0,0,0,0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-02-05 05:45,2026-02-05 18:57,2026-02-05,0,0,0,0,0,0,0,0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-02-06 05:46,2026-02-06 18:56,2026-02-06,0,0,0,0,0,0,0,0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-02-07 05:46,2026-02-07 18:56,2026-02-07,0,0,0,0,0,0,0,0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-02-08 05:47,2026-02-08 18:55,2026-02-08,0,0,0,0,0,0,0,0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-02-09 05:48,2026-02-09 18:54,2026-02-09,0,0,0,0,0,0,0,0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-02-10 05:49,2026-02-10 18:54,2026-02-10,0,0,0,0,0,0,0,0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-02-04 06:39,2026-02-04 17:11,2026-02-04,0,0,0,0,0,0,0,0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-02-05 06:38,2026-02-05 17:12,2026-02-05,0,0,0,0,0,0,0,0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-02-06 06:37,2026-02-06 17:13,2026-02-06,0,0,0,0,0,0,0,0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-02-07 06:36,2026-02-07 17:14,2026-02-07,0,0,0,0,0,0,0,0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-02-08 06:35,2026-02-08 17:15,2026-02-08,0,0,0,0,0,0,0,0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-02-09 06:34,2026-02-09 17:16,2026-02-09,0,0,0,0,0,0,0,0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-02-10 06:33,2026-02-10 17:17,2026-02-10,0,0,0,0,0,0,0,0
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-02-04 08:39,2026-02-04 19:01,2026-02-04,0,0,0,0,0,0,0,0
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-02-05 08:38,2026-02-05 19:02,2026-02-05,0,0,0,0,0,0,0,0
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-02-06 08:37,2026-02-06 19:03,2026-02-06,0,0,0,0,0,0,0,0
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-02-07 08:36,2026-02-07 19:04,2026-02-07,0,0,0,0,0,0,0,0
