city,country,latitude,longitude,timezone,utc_offset,sunrise,sunset,time,temperature_2m_max,precipitation_sum,rain_sum,showers_sum,snowfall_sum,weather_code,wind_speed_10m_max,wind_direction_10m_dominant
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-05-08 06:34,2026-05-08 17:33,2026-05-08,13.1,0.0,0.0,0.0,0.0,0,14.6,217
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-05-09 06:35,2026-05-09 17:32,2026-05-09,15.1,0.0,0.0,0.0,0.0,3,11.6,334
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-05-10 06:36,2026-05-10 17:31,2026-05-10,17.1,0.0,0.0,0.0,0.0,1,22.5,332
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-05-11 06:36,2026-05-11 17:31,2026-05-11,14.4,0.0,0.0,0.0,0.0,0,19.6,234
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-05-12 06:37,2026-05-12 17:30,2026-05-12,16.8,0.0,0.0,0.0,0.0,0,13.2,213
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-05-13 06:37,2026-05-13 17:30,2026-05-13,18.8,0.0,0.0,0.0,0.0,0,12.8,202
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-05-14 06:38,2026-05-14 17:29,2026-05-14,20.0,0.0,0.0,0.0,0.0,0,9.4,280
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-05-08 04:42,2026-05-08 18:33,2026-05-08,25.1,0.0,0.0,0.0,0.0,3,11.8,206
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-05-09 04:41,2026-05-09 18:33,2026-05-09,22.1,0.0,0.0,0.0,0.0,3,13.4,332
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-05-10 04:40,2026-05-10 18:34,2026-05-10,21.6,0.0,0.0,0.0,0.0,1,7.8,138
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-05-11 04:39,2026-05-11 18:35,2026-05-11,23.5,0.0,0.0,0.0,0.0,2,17.8,184
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-05-12 04:38,2026-05-12 18:36,2026-05-12,24.5,0.0,0.0,0.0,0.0,3,14.9,180
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-05-13 04:37,2026-05-13 18:37,2026-05-13,26.8,0.3,0.0,0.3,0.0,51,7.8,129
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-05-14 04:37,2026-05-14 18:38,2026-05-14,24.5,1.2,0.0,1.2,0.0,51,9.4,80
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-05-08 06:30,2026-05-08 20:35,2026-05-08,19.3,3.4,1.7,1.6,0.0,80,22.8,185
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-05-09 06:29,2026-05-09 20:36,2026-05-09,18.2,23.0,1.1,21.9,0.0,95,24.7,199
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-05-10 06:28,2026-05-10 20:36,2026-05-10,17.9,5.1,0.0,5.1,0.0,80,25.8,212
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-05-11 06:27,2026-05-11 20:37,2026-05-11,20.2,1.1,0.0,1.1,0.0,3,19.0,201
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-05-12 06:26,2026-05-12 20:38,2026-05-12,19.0,2.6,0.0,2.6,0.0,80,17.2,212
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-05-13 06:26,2026-05-13 20:39,2026-05-13,17.3,0.3,0.0,0.3,0.0,2,15.3,269
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-05-14 06:25,2026-05-14 20:40,2026-05-14,18.6,0.0,0.0,0.0,0.0,2,31.0,337
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-05-08 07:07,2026-05-08 17:26,2026-05-08,16.3,2.5,0.2,2.3,0.0,53,23.1,244
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-05-09 07:08,2026-05-09 17:25,2026-05-09,16.5,1.9,0.5,1.4,0.0,51,14.2,219
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-05-10 07:09,2026-05-10 17:24,2026-05-10,15.4,1.5,0.4,1.1,0.0,51,9.4,199
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-05-11 07:09,2026-05-11 17:23,2026-05-11,16.6,0.0,0.0,0.0,0.0,0,8.4,233
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-05-12 07:10,2026-05-12 17:22,2026-05-12,20.0,0.0,0.0,0.0,0.0,3,6.9,70
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-05-13 07:11,2026-05-13 17:21,2026-05-13,21.2,0.0,0.0,0.0,0.0,3,7.5,63
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-05-14 07:12,2026-05-14 17:20,2026-05-14,20.8,0.0,0.0,0.0,0.0,3,11.8,17
Recife,Brazil,-8.049209,-34.923065,America/Recife,-3.0,2026-05-08 05:22,2026-05-08 17:09,2026-05-08,27.3,12.9,9.1,3.8,0.0,61,15.3,153
Recife,Brazil,-8.049209,-34.923065,America/Recife,-3.0,2026-05-09 05:22,2026-05-09 17:09,2026-05-09,27.6,9.3,7.8,1.5,0.0,55,14.7,144
Recife,Brazil,-8.049209,-34.923065,America/Recife,-3.0,2026-05-10 05:22,2026-05-10 17:09,2026-05-10,27.1,14.2,7.6,6.6,0.0,81,14.7,143
Recife,Brazil,-8.049209,-34.923065,America/Recife,-3.0,2026-05-11 05:23,2026-05-11 17:09,2026-05-11,27.7,7.5,6.3,1.2,0.0,61,10.9,160
Recife,Brazil,-8.049209,-34.923065,America/Recife,-3.0,2026-05-12 05:23,2026-05-12 17:08,2026-05-12,28.6,2.2,0.5,1.7,0.0,51,18.2,153
Recife,Brazil,-8.049209,-34.923065,America/Recife,-3.0,2026-05-13 05:23,2026-05-13 17:08,2026-05-13,27.5,5.1,4.1,1.0,0.0,51,18.7,158
Recife,Brazil,-8.049209,-34.923065,America/Recife,-3.0,2026-05-14 05:23,2026-05-14 17:08,2026-05-14,28.2,3.8,2.6,1.2,0.0,53,18.1,160
Buenos Aires,Argentina,-34.622143,-58.40909,America/Argentina/Buenos_Aires,-3.0,2026-05-08 07:35,2026-05-08 18:05,2026-05-08,12.6,0.6,0.4,0.2,0.0,51,25.4,259
Buenos Aires,Argentina,-34.622143,-58.40909,America/Argentina/Buenos_Aires,-3.0,2026-05-09 07:35,2026-05-09 18:04,2026-05-09,12.6,6.1,2.1,4.0,0.0,63,25.4,245
Buenos Aires,Argentina,-34.622143,-58.40909,America/Argentina/Buenos_Aires,-3.0,2026-05-10 07:36,2026-05-10 18:03,2026-05-10,13.3,0.0,0.0,0.0,0.0,2,16.4,267
Buenos Aires,Argentina,-34.622143,-58.40909,America/Argentina/Buenos_Aires,-3.0,2026-05-11 07:37,2026-05-11 18:02,2026-05-11,16.3,0.0,0.0,0.0,0.0,0,15.2,291
Buenos Aires,Argentina,-34.622143,-58.40909,America/Argentina/Buenos_Aires,-3.0,2026-05-12 07:38,2026-05-12 18:01,2026-05-12,18.4,0.0,0.0,0.0,0.0,2,15.2,301
Buenos Aires,Argentina,-34.622143,-58.40909,America/Argentina/Buenos_Aires,-3.0,2026-05-13 07:39,2026-05-13 18:00,2026-05-13,14.3,0.0,0.0,0.0,0.0,3,14.5,132
