city,country,latitude,longitude,timezone,utc_offset,sunrise,sunset,time,temperature_2m_max,precipitation_sum,rain_sum,showers_sum,snowfall_sum,weather_code,wind_speed_10m_max,wind_direction_10m_dominant
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-22 06:12,2026-03-22 18:16,2026-03-22,18.0,16.5,12.5,4.0,0.0,61,18.7,15
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-23 06:12,2026-03-23 18:15,2026-03-23,21.6,7.7,3.6,4.1,0.0,63,10.8,27
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-24 06:13,2026-03-24 18:14,2026-03-24,22.7,0.2,0.2,0.0,0.0,51,15.0,50
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-25 06:13,2026-03-25 18:13,2026-03-25,22.4,1.9,0.7,1.2,0.0,51,11.4,334
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-26 06:13,2026-03-26 18:12,2026-03-26,24.5,0.5,0.0,0.5,0.0,51,6.3,198
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-27 06:14,2026-03-27 18:11,2026-03-27,25.0,0.7,0.2,0.5,0.0,51,12.6,26
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-28 06:14,2026-03-28 18:10,2026-03-28,23.5,0.7,0.1,0.6,0.0,51,12.3,217
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-03-22 05:42,2026-03-22 17:54,2026-03-22,15.0,0.0,0.0,0.0,0.0,3,5.8,283
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-03-23 05:40,2026-03-23 17:54,2026-03-23,14.7,0.8,0.8,0.0,0.0,51,8.5,285
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-03-24 05:39,2026-03-24 17:55,2026-03-24,15.7,0.0,0.0,0.0,0.0,2,9.8,17
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-03-25 05:38,2026-03-25 17:56,2026-03-25,10.0,8.7,8.7,0.0,0.0,61,4.0,358
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-03-26 05:36,2026-03-26 17:57,2026-03-26,11.9,17.0,17.0,0.0,0.0,63,6.2,7
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-03-27 05:35,2026-03-27 17:58,2026-03-27,16.4,6.1,6.1,0.0,0.0,63,8.7,38
