city,country,latitude,longitude,timezone,utc_offset,sunrise,sunset,time,temperature_2m_max,precipitation_sum,rain_sum,showers_sum,snowfall_sum,weather_code,wind_speed_10m_max,wind_direction_10m_dominant
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-02-11 05:49,2026-02-11 18:53,2026-02-11,0,0,0,0,0,0,0,0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-02-12 05:50,2026-02-12 18:52,2026-02-12,0,0,0,0,0,0,0,0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-02-13 05:51,2026-02-13 18:52,2026-02-13,0,0,0,0,0,0,0,0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-02-14 05:51,2026-02-14 18:51,2026-02-14,0,0,0,0,0,0,0,0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-02-15 05:52,2026-02-15 18:50,2026-02-15,0,0,0,0,0,0,0,0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-02-11 06:32,2026-02-11 17:18,2026-02-11,0,0,0,0,0,0,0,0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-02-12 06:31,2026-02-12 17:19,2026-02-12,0,0,0,0,0,0,0,0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-02-13 06:30,2026-02-13 17:20,2026-02-13,0,0,0,0,0,0,0,0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-02-14 06:29,2026-02-14 17:21,2026-02-14,0,0,0,0,0,0,0,0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-02-15 06:28,2026-02-15 17:22,2026-02-15,0,0,0,0,0,0,0,0
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-02-11 08:32,2026-02-11 19:09,2026-02-11,0,0,0,0,0,0,0,0
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-02-12 08:30,2026-02-12 19:10,2026-02-12,0,0,0,0,0,0,0,0
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-02-13 08:29,2026-02-13 19:11,2026-02-13,0,0,0,0,0,0,0,0
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-02-14 08:28,2026-02-14 19:12,2026-02-14,0,0,0,0,0,0,0,0
Lisbon,Portugal,38.75,-9.125,Europe/Lisbon,1.0,2026-02-15 08:27,2026-02-15 19:13,2026-02-15,0,0,0,0,0,0,0,0
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-02-11 05:45,2026-02-11 19:23,2026-02-11,0,0,0,0,0,0,0,0
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-02-12 05:46,2026-02-12 19:22,2026-02-12,0,0,0,0,0,0,0,0
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-02-13 05:47,2026-02-13 19:21,2026-02-13,0,0,0,0,0,0,0,0
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-02-14 05:48,2026-02-14 19:20,2026-02-14,0,0,0,0,0,0,0,0
Melbourne,Australia,-37.785587,144.93976,Australia/Melbourne,10.0,2026-02-15 05:49,2026-02-15 19:19,2026-02-15,0,0,0,0,0,0,0,0
Recife,Brazil,-8.049209,-34.923065,America/Recife,-3.0,2026-02-11 05:22,2026-02-11 17:45,2026-02-11,0,0,0,0,0,0,0,0
Recife,Brazil,-8.049209,-34.923065,America/Recife,-3.0,2026-02-12 05:22,2026-02-12 17:45,2026-02-12,0,0,0,0,0,0,0,0
