city,country,latitude,longitude,timezone,utc_offset,sunrise,sunset,time,temperature_2m_max,precipitation_sum,rain_sum,showers_sum,snowfall_sum,weather_code,wind_speed_10m_max,wind_direction_10m_dominant
Kuala Lumpur,Malaysia,3.1985939,101.694916,Asia/Kuala_Lumpur,8.0,2026-04-15 07:07,2026-04-15 19:18,2026-04-15,31.5,8.6,0.7,7.9,0.0,81,8.8,183
Kabul,Afghanistan,34.551846,69.23077,Asia/Kabul,4.5,2026-04-11 05:26,2026-04-11 18:21,2026-04-11,16.1,0.0,0.0,0.0,0.0,3,11.5,17
Kabul,Afghanistan,34.551846,69.23077,Asia/Kabul,4.5,2026-04-12 05:25,2026-04-12 18:22,2026-04-12,16.7,0.0,0.0,0.0,0.0,1,9.2,62
Kabul,Afghanistan,34.551846,69.23077,Asia/Kabul,4.5,2026-04-13 05:24,2026-04-13 18:23,2026-04-13,18.9,0.0,0.0,0.0,0.0,3,10.9,27
Kabul,Afghanistan,34.551846,69.23077,Asia/Kabul,4.5,2026-04-14 05:22,2026-04-14 18:23,2026-04-14,20.0,0.0,0.0,0.0,0.0,1,8.5,70
Kabul,Afghanistan,34.551846,69.23077,Asia/Kabul,4.5,2026-04-15 05:21,2026-04-15 18:24,2026-04-15,20.6,0.0,0.0,0.0,0.0,3,8.5,64
Accra,Ghana,5.5887523,-0.22406006,Africa/Accra,0.0,2026-04-11 05:55,2026-04-11 18:08,2026-04-11,32.9,0.1,0.0,0.1,0.0,95,13.0,204
Accra,Ghana,5.5887523,-0.22406006,Africa/Accra,0.0,2026-04-12 05:54,2026-04-12 18:08,2026-04-12,33.7,2.4,0.1,2.3,0.0,95,18.9,229
Accra,Ghana,5.5887523,-0.22406006,Africa/Accra,0.0,2026-04-13 05:54,2026-04-13 18:08,2026-04-13,34.3,6.5,0.1,6.4,0.0,95,17.3,232
Accra,Ghana,5.5887523,-0.22406006,Africa/Accra,0.0,2026-04-14 05:54,2026-04-14 18:08,2026-04-14,31.5,0.2,0.2,0.0,0.0,95,16.5,237
Accra,Ghana,5.5887523,-0.22406006,Africa/Accra,0.0,2026-04-15 05:53,2026-04-15 18:08,2026-04-15,32.2,0.1,0.0,0.1,0.0,51,15.4,219
